timestamp,groundstation,TotalUptime,BootCounter,BatteryGGStatus,BatteryINAStatus,InternalINAStatus,UnregulatedINAStatus,Bus1INAStatus,Bus2INAStatus,Bus3INAStatus,Bus4INAStatus,PanelYpINAStatus,PanelYpTMPStatus,PanelYmINAStatus,PanelYmTMPStatus,PanelXpINAStatus,PanelXpTMPStatus,PanelXmINAStatus,PanelXmTMPStatus,InternalINACurrent,InternalINAVoltage,UnregulatedINACurrent,UnregulatedINAVoltage,BatteryINAVoltage,BatteryINACurrent,BatteryGGTemperature,BatteryTMP20Temperature,Bus4Current,Bus4Voltage,Bus3Current,Bus3Voltage,Bus2Current,Bus2Voltage,Bus1Current,Bus1Voltage,PanelYpCurrent,PanelYpVoltage,PanelYmCurrent,PanelYmVoltage,PanelXpCurrent,PanelXpVoltage,PanelXmCurrent,PanelXmVoltage,PanelYpTemperature,PanelYmTemperature,PanelXpTemperature,PanelXmTemperature,MCUTemp
2022-01-14T23:19:22Z,PY4ZBZ-GH70vn,68463,34,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0030000000000000625124951803002204542281106114387512207031250,0.0670000000000000013947176746853529039071872830390930175781250,3.9450000000000000821218093527420478494605049490928649902343750,3.9560000000000000823507928515709863859228789806365966796875000,-0.0670000000000000013947176746853529039071872830390930175781250,11.60000000000000064392935428259079344570636749267578125000,13.20000000000000073274719625260331667959690093994140625000,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0540000000000000011241008124329709971789270639419555664062500,3.9370000000000000819552758990482743683969601988792419433593750,0E-61,3.9510000000000000822467094430123779602581635117530822753906250,0E-61,3.9520000000000000822675261247240996453911066055297851562500000,0E-61,3.9520000000000000822675261247240996453911066055297851562500000,0E-61,3.9520000000000000822675261247240996453911066055297851562500000,2.00000000000000011102230246251565404236316680908203125000,-0.10000000000000000555111512312578270211815834045410156250,3.10000000000000017208456881689926376566290855407714843750,2.90000000000000016098233857064769836142659187316894531250,9.10000000000000050515147620444622589275240898132324218750
2022-01-16T03:14:43Z,K4KDR-FM17es,251965,52,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0150000000000000627622953608408806758234277367591857910156250,0.0840000000000000017486012637846215511672198772430419921875000,3.2250000000000000671337985203024345537414774298667907714843750,3.9580000000000000823924262149944297561887651681900024414062500,-0.0840000000000000017486012637846215511672198772430419921875000,2.20000000000000012212453270876721944659948348999023437500,-0.40000000000000002220446049250313080847263336181640625000,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0650000000000000013530843112619095336413010954856872558593750,3.2180000000000000669880817483203827578108757734298706054687500,0E-61,3.2360000000000000673627820191313730902038514614105224609375000,0E-61,3.2350000000000000673419653374196514050709083676338195800781250,0E-61,3.2360000000000000673627820191313730902038514614105224609375000,0E-61,3.2360000000000000673627820191313730902038514614105224609375000,-16.20000000000000089928064994637679774314165115356445312500,-18.50000000000000102695629777826979989185929298400878906250,-15.70000000000000087152507433074788423255085945129394531250,-15.80000000000000087707618945387366693466901779174804687500,-5.20000000000000028865798640254070051014423370361328125000
2022-01-16T12:42:25Z,PY4ZBZ-GH70vn,283282,53,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0120000000000000626998453157057156204245984554290771484375000,0.0520000000000000010824674490095276269130408763885498046875000,4.3150000000000000898239815860790713486494496464729309082031250,4.0070000000000000834124436188687923277029767632484436035156250,0.1000000000000000020816681711721685132943093776702880859375000,4.60000000000000025535129566378600429743528366088867187500,3.40000000000000018873791418627661187201738357543945312500,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0430000000000000008951173136040324607165530323982238769531250,4.2220000000000000878880301868889546312857419252395629882812500,0.0160000000000000003330669073875469621270895004272460937500000,4.3520000000000000905941988094127736985683441162109375000000000,0.0480000000000000009992007221626408863812685012817382812500000,4.3060000000000000896366314506735761824529618024826049804687500,0.0600000000000000012490009027033011079765856266021728515625000,4.2820000000000000891370310895922557392623275518417358398437500,0.0010000000000000000208166817117216851329430937767028808593750,4.2770000000000000890329476810336473135976120829582214355468750,9.00000000000000049960036108132044319063425064086914062500,10.10000000000000056066262743570405291393399238586425781250,9.60000000000000053290705182007513940334320068359375000000,9.70000000000000053845816694320092210546135902404785156250,9.20000000000000051070259132757200859487056732177734375000
2022-01-16T17:36:57Z,EU1XX-KO33ru,303707,56,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0130000000000000627206619974174373055575415492057800292968750,0.0850000000000000017694179454963432363001629710197448730468750,3.1860000000000000663219479335452888335566967725753784179687500,3.9300000000000000818095591270662225724663585424423217773437500,-0.0840000000000000017486012637846215511672198772430419921875000,-3.60000000000000019984014443252817727625370025634765625000,-1.80000000000000009992007221626408863812685012817382812500,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1770000000000000661345977981397936673602089285850524902343750,0E-61,3.1950000000000000665092980689507839997531846165657043457031250,0E-61,3.1930000000000000664676647055273406294872984290122985839843750,0E-61,3.1950000000000000665092980689507839997531846165657043457031250,0E-61,3.1950000000000000665092980689507839997531846165657043457031250,-23.80000000000000132116539930393628310412168502807617187500,-26.40000000000000146549439250520663335919380187988281250000,-23.60000000000000131006316905768471769988536834716796875000,-23.80000000000000132116539930393628310412168502807617187500,-11.60000000000000064392935428259079344570636749267578125000
2022-01-16T17:37:57Z,EU1XX-KO33ru,303767,56,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0130000000000000627206619974174373055575415492057800292968750,0.0850000000000000017694179454963432363001629710197448730468750,3.1800000000000000661970478432749587227590382099151611328125000,3.9250000000000000817054757185076141468016430735588073730468750,-0.0850000000000000017694179454963432363001629710197448730468750,-4.20000000000000023314683517128287348896265029907226562500,-2.10000000000000011657341758564143674448132514953613281250,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1710000000000000660096977078694635565625503659248352050781250,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,-24.90000000000000138222766565831989282742142677307128906250,-27.30000000000000151545442861333867767825722694396972656250,-24.60000000000000136557432028894254472106695175170898437500,-24.80000000000000137667655053519411012530326843261718750000,-12.50000000000000069388939039072283776476979255676269531250
2022-01-16T19:06:17Z,EU1XX-KO33ru,309067,57,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0150000000000000627622953608408806758234277367591857910156250,0.0850000000000000017694179454963432363001629710197448730468750,3.2070000000000000667590982494914442213485017418861389160156250,3.9450000000000000821218093527420478494605049490928649902343750,-0.0850000000000000017694179454963432363001629710197448730468750,-0.10000000000000000555111512312578270211815834045410156250,1.20000000000000006661338147750939242541790008544921875000,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1980000000000000665717481140859490551520138978958129882812500,0E-61,3.2150000000000000669256317031852177024120464920997619628906250,0E-61,3.2160000000000000669464483848969393875449895858764648437500000,0E-61,3.2180000000000000669880817483203827578108757734298706054687500,0E-61,3.2160000000000000669464483848969393875449895858764648437500000,-17.90000000000000099364960703951510367915034294128417968750,-20.20000000000000112132525487140810582786798477172851562500,-17.50000000000000097144514654701197287067770957946777343750,-17.50000000000000097144514654701197287067770957946777343750,-7.50000000000000041633363423443370265886187553405761718750
2022-01-16T19:08:17Z,EU1XX-KO33ru,309187,57,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0150000000000000627622953608408806758234277367591857910156250,0.0840000000000000017486012637846215511672198772430419921875000,3.1970000000000000665509314323742273700190708041191101074218750,3.9380000000000000819760925807599960535299032926559448242187500,-0.0840000000000000017486012637846215511672198772430419921875000,-1.30000000000000007216449660063517512753605842590332031250,0.10000000000000000555111512312578270211815834045410156250,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1900000000000000664052146603921755740884691476821899414062500,0E-61,3.2060000000000000667382815677797225362155586481094360351562500,0E-61,3.2060000000000000667382815677797225362155586481094360351562500,0E-61,3.2070000000000000667590982494914442213485017418861389160156250,0E-61,3.2070000000000000667590982494914442213485017418861389160156250,-20.00000000000000111022302462515654042363166809082031250000,-22.30000000000000123789867245704954257234930992126464843750,-19.80000000000000109912079437890497501939535140991210937500,-19.50000000000000108246744900952762691304087638854980468750,-8.70000000000000048294701571194309508427977561950683593750
2022-01-16T19:10:17Z,EU1XX-KO33ru,309307,57,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0130000000000000627206619974174373055575415492057800292968750,0.0850000000000000017694179454963432363001629710197448730468750,3.1860000000000000663219479335452888335566967725753784179687500,3.9270000000000000817471090819310575170675292611122131347656250,-0.0850000000000000017694179454963432363001629710197448730468750,-3.00000000000000016653345369377348106354475021362304687500,1.30000000000000007216449660063517512753605842590332031250,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1780000000000000661554144798515153524931520223617553710937500,0E-61,3.1950000000000000665092980689507839997531846165657043457031250,0E-61,3.1950000000000000665092980689507839997531846165657043457031250,0E-61,3.1960000000000000665301147506625056848861277103424072265625000,0E-61,3.1960000000000000665301147506625056848861277103424072265625000,-21.90000000000000121569421196454641176387667655944824218750,-24.40000000000000135447209004269097931683063507080078125000,-21.70000000000000120459198171829484635964035987854003906250,-21.70000000000000120459198171829484635964035987854003906250,-10.50000000000000058286708792820718372240662574768066406250
2022-01-16T19:11:17Z,EU1XX-KO33ru,309367,57,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0120000000000000626998453157057156204245984554290771484375000,0.0850000000000000017694179454963432363001629710197448730468750,3.1800000000000000661970478432749587227590382099151611328125000,3.9250000000000000817054757185076141468016430735588073730468750,-0.0850000000000000017694179454963432363001629710197448730468750,-3.60000000000000019984014443252817727625370025634765625000,-5.70000000000000031641356201816961402073502540588378906250,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1730000000000000660513310712929069268284365534782409667968750,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,0E-61,3.1900000000000000664052146603921755740884691476821899414062500,0E-61,3.1880000000000000663635812969687322038225829601287841796875000,0E-61,3.1900000000000000664052146603921755740884691476821899414062500,-22.90000000000000127120536319580423878505825996398925781250,-25.50000000000000141553435639707458904013037681579589843750,-22.80000000000000126565424807267845608294010162353515625000,-22.80000000000000126565424807267845608294010162353515625000,-11.40000000000000063282712403633922804147005081176757812500
2022-01-16T19:12:17Z,EU1XX-KO33ru,309427,57,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0150000000000000627622953608408806758234277367591857910156250,0.0850000000000000017694179454963432363001629710197448730468750,3.1750000000000000660929644347163502970943227410316467285156250,3.9200000000000000816013923099490057211369276046752929687500000,-0.0850000000000000017694179454963432363001629710197448730468750,-4.20000000000000023314683517128287348896265029907226562500,-2.90000000000000016098233857064769836142659187316894531250,0E-61,0E-61,0E-61,0E-61,0E-61,0E-61,0.0660000000000000013739009929736312187742441892623901367187500,3.1660000000000000659056142993108551308978348970413208007812500,0E-61,3.1830000000000000662594978884101237781578674912452697753906250,0E-61,3.1830000000000000662594978884101237781578674912452697753906250,0E-61,3.1850000000000000663011312518335671484237536787986755371093750,0E-61,3.1850000000000000663011312518335671484237536787986755371093750,-23.90000000000000132671651442706206580623984336853027343750,-26.50000000000000147104550762833241606131196022033691406250,-23.70000000000000131561428418081050040200352668762207031250,-23.80000000000000132116539930393628310412168502807617187500,-11.60000000000000064392935428259079344570636749267578125000
2022-01-16T20:08:45Z,PE0SAT-JO21mr,299505,56,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,0.0150000000000000003122502256758252769941464066505432128906250,3.0120000000000000626998453157057156204245984554290771484375000,0.0640000000000000013322676295501878485083580017089843750000000,4.1200000000000000857647286522933427477255463600158691406250000,3.9650000000000000825381429869764815521193668246269226074218750,0.0020000000000000000416333634234433702658861875534057617187500,-3.00000000000000016653345369377348106354475021362304687500,-1.80000000000000009992007221626408863812685012817382812500,0E-61,0E-61,0E-61,0E-61,0E-61,0.0020000000000000000416333634234433702658861875534057617187500,0.0380000000000000007910339050454240350518375635147094726562500,3.9130000000000000814556755379669539252063259482383728027343750,-0.0010000000000000000208166817117216851329430937767028808593750,4.1500000000000000863892291036449933017138391733169555664062500,0.0190000000000000003955169525227120175259187817573547363281250,3.8830000000000000808311750866153033712180331349372863769531250,0.0200000000000000004163336342344337026588618755340576171875000,3.9210000000000000816222089916607274062698706984519958496093750,0E-61,4.4630000000000000929048504794138807483250275254249572753906250,-1.10000000000000006106226635438360972329974174499511718750,0.60000000000000003330669073875469621270895004272460937500,-0.40000000000000002220446049250313080847263336181640625000,-1.70000000000000009436895709313830593600869178771972656250,-0.40000000000000002220446049250313080847263336181640625000
